,company_name,description,href,full_complain
12,betano,A dias estou tentando desbloquear a conta minha porem sem sucesso algum...ja enviei varios emails ninguem resolveu nada..e a conta,conta-bloqueada_Q2LIUyxFV6-uVxeL,A dias estou tentando desbloquear a conta minha porem sem sucesso algum...ja enviei varios emails ninguem resolveu nada..e a conta continua bloqueada constando meu cadastro e dados de documentos 
13,betano,"Fiz um depósito de 50, ganhei o bônus, zerei a conta. Fiz mais um depósito, cancelei o bônus e pedi saque. Eles não cancelam meu s",fiz-um-saque-em-pix-e-mais-de-24-hrs-que-nao-caiu_yzT8qm9L-zf8ijQO,"Fiz um depósito de 50, ganhei o bônus, zerei a conta. Fiz mais um depósito, cancelei o bônus e pedi saque. Eles não cancelam meu saque e nem me pagam. Eu quero resposta, chat ao vivo uma merda "
14,betano,"Fiz a conta e depósito, consegui fazer algumas apostas, depois não consegui mais entrar,fica dando erro de conexão. Quero meu dinh",erro-de-conexao_QP8F5OYqMHUYot7r,"Fiz a conta e depósito, consegui fazer algumas apostas, depois não consegui mais entrar,fica dando erro de conexão. Quero meu dinheiro q tá na conta."
15,betano,"Realizei várias apostas, ganhei algumas e perdi outras, é um jogo eu entendo, mas o que não entendo é eles prometeram fazer o pix ",empresa-nao-faz-a-devolucao-de-meu-dinheiro_plscV26ICYBCIoTW,"Realizei várias apostas, ganhei algumas e perdi outras, é um jogo eu entendo, mas o que não entendo é eles prometeram fazer o pix em até 24 horas e já são 3 dias e não devolvem meu dinheiro. Tento falar pelo chat on-line e não consigo relatar minha necessidade, pois lidamos com robô, eu envio e-mail, o que me solicitam eu faço mas não tenho retorno, sempre pedem algo diferente, eu faço, mas até o momento sem meu dinheiro."
16,betano,"Fiz uma aposta hoje no psg, em cartões, saiu 6 cartões no jogo coloquei que sairia menos de 6.5, e deram como perdida está aposta!",aposta_dg0BAsyw5e1-58NI,"Fiz uma aposta hoje no psg, em cartões, saiu 6 cartões no jogo coloquei que sairia menos de 6.5, e deram como perdida está aposta! "
17,betano,Pedi o saque ontem dia 02/09 e até agora nada.Agora pra deposito entra na hora.Chega de betano. ,24-horas-sem-saque_WFCdv0vslpSXPFE2,Pedi o saque ontem dia 02/09 e até agora nada.Agora pra deposito entra na hora.Chega de betano. 
18,betano,Saque não é real do eles prometem,saque_05yNgQ4lTJ2Y1_mk,Saque não é real do eles prometem
19,betano,Fiz uma múltipla de 6 jogos.E em um desses jogos coloquei Neymar fazendo Gol a qualquer momento.Quando eu vii que o Ne,betano-nao-deixou-eu-cancelar_muLb7-rtSVdJyRrp,Fiz uma múltipla de 6 jogos.E em um desses jogos coloquei Neymar fazendo Gol a qualquer momento.Quando eu vii que o Neymar não estava jogando tentei cancelar o jogo porque os outros 5 jogos já havia batido.E o aplicativo não deixou eu estar cancelando o jogo.Neymar entrou nos 65 minutos de jogo.
20,betano,Fiz uma múltipla de 6 jogos.E em um desses jogos coloquei Neymar fazendo Gol a qualquer momento.Quando eu vii que o Ne,betano-nao-deixou-eu-cancelar_muLb7-rtSVdJyRrp,Fiz uma múltipla de 6 jogos.E em um desses jogos coloquei Neymar fazendo Gol a qualquer momento.Quando eu vii que o Neymar não estava jogando tentei cancelar o jogo porque os outros 5 jogos já havia batido.E o aplicativo não deixou eu estar cancelando o jogo.Neymar entrou nos 65 minutos de jogo.
21,betano,"Quando fiz depósito cai na mesma hora pelo pix e quando vou sacar além de não ser tão rápido via pix,eles informam o prazo de 1 ho",nao-efetuam-o-meu-saque_xMM1HW-ds1JytP_Q,"Quando fiz depósito cai na mesma hora pelo pix e quando vou sacar além de não ser tão rápido via pix,eles informam o prazo de 1 hora,já faz mais de 3 horas q solicitei o saque e até agora nada.Aguardo uma solução imediata,porque isso é um absurdo.Não hora de depositar na conta deles entra rápido e não hora de sacar pra minha conta não cumprem com o regulamento da empresa que dá prazo máximo de 1 hora."
22,betano,"Minha Internet funcionando, Wi-Fi tbm. Mas chega uma mensagem de erro de conexão,  e não consigo meu acesso, nem com a biometria",erro-ao-fazer-login_FPZUPUduEfOkPeIB,"Minha Internet funcionando, Wi-Fi tbm. Mas chega uma mensagem de erro de conexão,  e não consigo meu acesso, nem com a biometria"
23,betano,"Realizei um depósito via pix na conta Betano, porem o valor não foi creditado. Entrei em contato com o suporte, o mesmo solicitou ",deposito_3QgyrGOnf2whZG_2,"Realizei um depósito via pix na conta Betano, porem o valor não foi creditado. Entrei em contato com o suporte, o mesmo solicitou o envio do comprovante do depósito.  Mesmo assim o problema não foi resolvido."
24,betano,"Indiquei um amigo e ele fez a conta e recarregou, mais n recebi a aposta grátis ",indique-o-amigo_YkfGFjg--ia1Fhbs,"Indiquei um amigo e ele fez a conta e recarregou, mais n recebi a aposta grátis "
25,betano,"Boa tarde!Fiz uma múltipla com alguns times 1 coloquei dupla chance vcs não me pagaram, não consigo resolver no chat .",nao-pagou-minha-aposta_tNVvJyP65QYFX02O,"Boa tarde!Fiz uma múltipla com alguns times 1 coloquei dupla chance vcs não me pagaram, não consigo resolver no chat .Foi no jogo do Liverpool "
26,betano,"Hj no jogo do campeonato inglês na aposta de canto dos 10:00 as 19:59 deu como perdida , eu vendo o jogo ao vivo , como já acontec",aposta-de-canto-deu-como-perdida_SDc2IfnbgtdHTVW-,"Hj no jogo do campeonato inglês na aposta de canto dos 10:00 as 19:59 deu como perdida , eu vendo o jogo ao vivo , como já aconteceu gravei o lance no minuto 19 até 20 para ver se saia escanteio e aconteceu. porém novamente a Betano deu como perdido .enviei o vídeo da partida para o suporte e me informaram que nos dados oficiais o canto ocorreu aos 20 minutos !"
27,betano,Um amigo fez um pix atravez da conta bancaria dele e eu nao sabia que so poderia ser feito de conta do mesmo CPF. a questão é que ,pix-nao-foi-creditado-na-conta-betano-e-nem-estornado-para-a-conta-bancaria_11msIIRpUsZ-SceS,"Um amigo fez um pix atravez da conta bancaria dele e eu nao sabia que so poderia ser feito de conta do mesmo CPF. a questão é que até o presente momento  o valor nem foi estornado e nem creditado na minha conta Betano.O que ocorreu é que nao foi feito da conta com o mesmo CPF, porem ainda nao foi estornado.todas as vezes que entro em contato com o suporte, a mensagem de resposta é a mesma e limitada, ou seja sem continuidade e sem solução. "
28,betano,Estou fazendo uma reclamação aqui pois não estou conseguindo fazer login de maneira alguma em minha conta da Betânia a mais de 1 m,nao-consigo-fazer-login_ISVYcgWTfzkDI6Ds,Estou fazendo uma reclamação aqui pois não estou conseguindo fazer login de maneira alguma em minha conta da Betânia a mais de 1 mês ninguém me responde por email ninguém resolve ninguém responde no chat então vim aqui pq talvez através dessa ferramenta talvez eles resolvam logo
29,betano,"Não consigo logar. Já reiniciei, minha internet é top. E fala que dá problema de conexão. ",entrar-na-conta_Nfg1IVhlYkZ8I7sb,"Não consigo logar. Já reiniciei, minha internet é top. E fala que dá problema de conexão. "
30,betano,"Sempre dá problema a betano, e sempre ficamos no prejuízo porque perdemos o controle sobre nossas apostas, nem se quer dão satisfa",app-e-site-um-lixo_yTzGr7RHLF4pBfwP,"Sempre dá problema a betano, e sempre ficamos no prejuízo porque perdemos o controle sobre nossas apostas, nem se quer dão satisfação do que acontece, app e site um lixo, muito lento, bugs todo dia, de ontem pra hoje  toda hora sai da conta daí tem que desinstalar e instalar denovo pra funcionar, passa 30 minutos acontece tudo denovo, como pode existir uma plataforma two ruim assim ?"
31,betano,"Fiz uma solicitação de saque na empresa betano, já passou o prazo e nada de ser feito, já entrei em contato por todos meios mas se",solicitacao-de-saque_7mvjL640hDAoAV43,"Fiz uma solicitação de saque na empresa betano, já passou o prazo e nada de ser feito, já entrei em contato por todos meios mas sem solução, fala q saque este em andamento, pede prazo, passa do prazo e nada, fala que e por fluxo de solicitação por isso a demora, mas fiz já tem mais de 48 horas, fora atendimento não resolve nada, vc fica no mínimo 40 minutos, qnd e atendido não faz questão nenhuma, e-mail também lixo."
32,betano,Então ganhei uma aposta de 113 reais Quando fui fazer o saque saiu da minha conta da betano. E não caiu na minha conta pesso,fiz-um-saque_-EVqrmEsXpoTfP2z,Então ganhei uma aposta de 113 reais Quando fui fazer o saque saiu da minha conta da betano. E não caiu na minha conta pessoal tô entrando em contato só que não tenho resposta 
33,betano,Gostaria de relatar que a empresa Betano nao me pagou o valor de 300 reais até hoje. Sempre com textos e respostas prontas nunca r,apropriacao-indebita_gtrePExZn9zodgwn,"Gostaria de relatar que a empresa Betano nao me pagou o valor de 300 reais até hoje. Sempre com textos e respostas prontas nunca resolvem seu problema. Na hora que você perde eles pegam seu dinheiro na hora, agora para pagar não pagam direito. Não recomendo a empresa até que devolvam meu dinheiro , todos os dias reclamarei da empresa até que algo seja feito."
34,betano,Já estou há uma semana tentando sacar o dinheiro e eles não liberam alegando que tenho que apostar todo o valor depositado. Já fiz,saque-cancelado_BGlm0egx3q_F4V3K,Já estou há uma semana tentando sacar o dinheiro e eles não liberam alegando que tenho que apostar todo o valor depositado. Já fiz apostas acima do valor e continuam sem liberar o meu dinheiro. Uma vergonha!
35,betano,"Bom dia fiz o pedido de um saque , não efetuaram o saque pediram documentos para fazer o processo de verificação  só que tá uma de",processo-de-verificacao_nV7W6vV_FZS8UEPO,"Bom dia fiz o pedido de um saque , não efetuaram o saque pediram documentos para fazer o processo de verificação  só que tá uma demora para fazer o processo é eu Precisando fazer o saque,  isso depois de eu ter feito vários saques .  Porque não resolve isso logo "
36,betano,"O site estava dando erro o dia todo mais o saldo sempre voltava , derrepente sumiu 10 reais e não voltou mais , tentei entrar em c",site-tirando-meu-saldo-sem-jogar_wogtRKGzpjY7aVDM,"O site estava dando erro o dia todo mais o saldo sempre voltava , derrepente sumiu 10 reais e não voltou mais , tentei entrar em contato via e-mail via chat ao vivo e ninguém responde, somente mensagens automáticas . Ou seja se fosse mil reais estaria me fodendo pra reaver meu dinheiro , e não , eu não joguei todas minhas últimas 15 apostas foram green , o dinheiro somente sumiu do nada , quero reembolso pois isso é um absurdo agente já perde muito quando ganha eles tiram o dinheiro da gente . E-mail para contato : lucaslbwork@gmail.comUsuário: lucaslbwork"
37,betano,"Já foi enviado todos os documentos necessários, extrato bancário, conta de telefone, documento com foto e comprovante de residênci",bloqueio-de-saque_QaM7O3S8Nh4pOEUW,"Já foi enviado todos os documentos necessários, extrato bancário, conta de telefone, documento com foto e comprovante de residência e ainda não foi aprovado,  estou me sentindo oprimido já com essa situação. Preciso da aprovação. Sou. Cliente a mais de um ano."
38,betano,"Minha conta já estava verificada e do nada a betano solicitou um print da minha conta p4f, já enviei 8 prints e eles rejeiram sem ",empresa-nao-paga_-uylCYYfIjz4Zg5J,"Minha conta já estava verificada e do nada a betano solicitou um print da minha conta p4f, já enviei 8 prints e eles rejeiram sem falar o motivo apenas por não querer pagarFujam desse site pois existe vários sites que são sérios esses mesmo se resolver fazer o basico que é me pegar não vale a dor de cabeça que dar"
39,betano,"Bom resumidamente,resolvi tirar meu pouco dinheiro da Betano, um valor de 180 reais,dia 31/08 fiz o pix,hoje já são 03/09 e até ag",fiz-o-pix-para-minha-conta-e-a-betano-nao-me-pagou_hxV9dAbInWoihbmK,"Bom resumidamente,resolvi tirar meu pouco dinheiro da Betano, um valor de 180 reais,dia 31/08 fiz o pix,hoje já são 03/09 e até agora não caiu,já mandei vários e-mails no suporte deles e sempre respondem com uma mensagem automática pedindo mãos detalhes do problema,detalhe enquanto eu tava perdendo dinheiro tava tranquilo,foi só eu começar a ganhar um pouco que eles travaram minha conta me pedindo verificação,beleza mandei os documentos no aplicativo e fui verificado ficando apto a apostar,porém sempre dava errado,eu mandei pro suporte e sempre a mesma resposta automática,aí resolvi tirar meu dinheiro,e tipo eles não pagaram e já tem 72 horas isso sendo que eles mesmos falam que demora de 30 a 1hora para cair o pix."
40,betano,"Tive um problema (no qual foi relatado no suporte do site e nada foi feito) no qual abri uma aba do cassino, quando estava só obse",usuario-da-plataforma-sendo-prejudicado_HDSsIt8OjYqMvgTC,"Tive um problema (no qual foi relatado no suporte do site e nada foi feito) no qual abri uma aba do cassino, quando estava só observando, fui fechar a aba do safari e sem querer foi apostado toda minha banca, sendo que foi em algo que nunca fiz, e nessa mesma opção de aposta tem a opção de cancelar/corriger( eu tinha 15 segundos para corrigir )foi creditado todo o meu valor da minha banca em uma aposta q eu nao queria e não me deram a opção de corrigir , sendo que eu tinha 15 segundos no cassino, entrei em contato no suporte e nada lá foi feito. Sempre acreditei na credibilidade da casa de aposta(Betano), mas nesse caso deixou muito a desejar. Nunca reclamei fora da minha razão, mas nesse caso, estou muito insatisfeito com as decisões que o suporte/Betano tomou."
41,betano,"O App e o site param propositalmente pra que percamos dinheiro em meio às partidas, o dinheiro que vc ganha em bônus e quase impos",propaganda-enganosa_jcVuk3QtpKzQzFWD,"O App e o site param propositalmente pra que percamos dinheiro em meio às partidas, o dinheiro que vc ganha em bônus e quase impossível de tirar. Mas o dinheiro que vc deposita é descontado em jogos que deveriam usar primeiro os bônus. O Jogo aviador que é altamente divulgado pelas redes social como meio de multiplicar dinheiro,  trava pra que vc não consiga parar a tempo e perder . Assim como a própria plataforma Trava e fica te enviando redefinição  de senha pra perder tempo. Muito abuso e falta de respeito com gente humilde que se ilude achando que vai conseguir uma renda extra. Não respondem e-mail ainda por cima. Quero meu dinheiro de volta !!!"
42,betano,Faz dois dias que estou tentando realizar meu saque e o mesmo não entra em processamento. Ninguém me responde no chat ,saque-nao-entra-em-processamento_0esLdgI8wdje6bQH,"Faz dois dias que estou tentando realizar meu saque e o mesmo não entra em processamento. Ninguém me responde no chat e quando tentei enviar um e-mail, me responderam com um assunto sobre reativação de conta "
43,betano,Comprei um celular e perdi a senha do meu e-mail e não tou conseguindo entrar no aplicativo mais  e não tenho mais o número de cel,nao-consigo-entrar-no-aplicativo_KqqHK_XVFOtQ0Efz,Comprei um celular e perdi a senha do meu e-mail e não tou conseguindo entrar no aplicativo mais  e não tenho mais o número de celular
44,betano,"Hoje 2 de setembro ganhei em 2 apostas que fiz neste site.quando acabou,pra meu espanto eles colocaram que foi nulo.tudo isso depo",nao-confie-neste-site-de-apostas_lc0J06kak_ut-BAJ,"Hoje 2 de setembro ganhei em 2 apostas que fiz neste site.quando acabou,pra meu espanto eles colocaram que foi nulo.tudo isso depois do resultado concretizado.entrei no chat pra reclamar,3 hs e 45 minutos pra ser atendido.no meio do atendimento, sumiram e não deu mais explicações.o que faço?meus amigos já tinham falado pra não cadastrar neste site que eu teria problema.nao ouvi-los, tá aí o problema."
45,betano,Estou jogando Aviator e ganhando dinheiro. A cada lance ganho a BETANO não atualiza meu saldo na casa. Aí quando eu saio da plataf,betano-nao-ta-creditando-apostas-ganhas_oGJyKT9rv88KXE5R,"Estou jogando Aviator e ganhando dinheiro. A cada lance ganho a BETANO não atualiza meu saldo na casa. Aí quando eu saio da plataforma a aposta que fiz sai do Histórico de apostas. Simplesmente somem com as minhas apostas ganhas. Eu como já sabia que isso tava acontecendo bastante nessa noite 02/09/22, resolvi gravar e tirar vídeos da tela antes de sair, estou com as provas aqui que foi apostado e que vocês ainda não creditaram meus 1.000 reais a mais. Quero esse dinheiro, tratem de serem certos e honestos. Tenho vídeos e fotos."
46,betano,Eu ganhei um valor no jogo da betano e eles manda para uma conta no seu CPF que eu estou cadastrado. Mas não sei pra qual conta el,saque-do-meu-dinheiro_xFJ18No5nJON-Xvt,"Eu ganhei um valor no jogo da betano e eles manda para uma conta no seu CPF que eu estou cadastrado. Mas não sei pra qual conta ele mandou porque eu tenho muita conta, e isso e errado, tem que ter a opção de cadastrar uma conta para essas opções que vc ganha e já vai direto na conta conta. e até agora não recebi nada."
47,betano,"Fiz dois saques o primeiro sumiu e nem voltou pra conta da betano, chat não respondem que sacanagem quero meu dinheiro. ",saque_LomMbn42bRdX7vLY,"Fiz dois saques o primeiro sumiu e nem voltou pra conta da betano, chat não respondem que sacanagem quero meu dinheiro. "
48,betano,Boa noite Betano. Tive problemas no jogo de ontem entre atlético go x São Paulo. Na partida em questão apostei que iria ter ,problemas-com-o-suporte-betano_hfvaARga1cGX2Kxm,"Boa noite Betano. Tive problemas no jogo de ontem entre atlético go x São Paulo. Na partida em questão apostei que iria ter menos de 8.5 cartões no total. Após verificar em todos os sites oficiais inclusive o da próprio comenbol verifiquei que teve 6 cartões amarelo e 1 vermelho na partida. Ou seja 8 cartões no total. Porém a aposta foi dada como perdida. Preciso que verifique por favor, tentei resolver pelos canais de atendimento porém sem êxito. Id 2477312101id 2477299548"
49,betano,No dia 5/8 eu efetuei um depósito no site da BETANO para poder fazer apostas. Porém por uma emergência familiar eu preciso sacar o,betano-nao-deixa-voce-sacar_wga52N38IQ7XnxE-,No dia 5/8 eu efetuei um depósito no site da BETANO para poder fazer apostas. Porém por uma emergência familiar eu preciso sacar o dinheiro e eles falam que eu preciso apostar todo o dinheiro depositado para poder sacar. Eu preciso do meu dinheiro com urgência pois tenho prazo para efetuar um pagamento. Então eu apostei tudo em uma única aposta quase perdi e mesmo assim eles não liberam meu saque pois tenho que fazer mais apostas com o valor total depositado
50,betano,"Coloquei um dinheiro no Betano esperei a hora certa pra apostar no Spaceman e quando eu acertei a aposta, fui até 88x quando cliqu",spaceman-no-betano-nao-paga_7lm9qPHSKjqZLqMQ,"Coloquei um dinheiro no Betano esperei a hora certa pra apostar no Spaceman e quando eu acertei a aposta, fui até 88x quando cliquei em sacar, não recolheu meu dinheiro e a rodada parou em 700x ou seja, dava muito tempo do meu dinheiro ser recolhido, mas a malandragem dessa plataforma é maior ! Enganação! Devolva meu dinheiro!"
51,betano,Ontem solicitei saque à betano VIA PIXXX mas até hoje não caiu. Solicitei 120 e até agora não caiu. Favor adiantarem!! ,saque-pix-nao-concluido_nnwau0_iFsEewYhL,Ontem solicitei saque à betano VIA PIXXX mas até hoje não caiu. Solicitei 120 e até agora não caiu. Favor adiantarem!! id aposta: 2476183338trans id: 559683540315
52,betano,"Comprei o jogo do foguetinho,  aviador, e agora não consigo cancelar a mensalidade de 38.90 q estão descontando todo mês, foi enga",enganacao_R_cR22NsqQl7zqN4,"Comprei o jogo do foguetinho,  aviador, e agora não consigo cancelar a mensalidade de 38.90 q estão descontando todo mês, foi enganação e quero meu dinheiro de volta. Ninguém né da retorno. Não consigo entrar em contato. Eu exclui minha conta e mesmo assim continuam descontando do meu cartão. "
53,betano,Já fiz essa reclamação várias vezes com o suporte e eles não tomam providência retiram vários valores da minha conta e se recisão ,nao-estornam-o-meu-valor-que-eles-tiraram_Kg-g1v7qbtysE00T,Já fiz essa reclamação várias vezes com o suporte e eles não tomam providência retiram vários valores da minha conta e se recisão a devolver essa semana entraram em contato comigo pedindo meus dados para fazer a devolução mas não fizeram eu quero o meu valor de volta 
54,betano,"Na data 01/09/2022 solicitei um saque via pix no valor de 200$ e o dinheiro não caiu até agora , isso já faz quase 24 h  só fica q",solicitei-um-saque-e-nao-recebi-meu-dinheiro_Yh5Hgw7TOh08Nmu-,"Na data 01/09/2022 solicitei um saque via pix no valor de 200$ e o dinheiro não caiu até agora , isso já faz quase 24 h  só fica que o saque esta sendo prossessado,  mando e mail e eles respondem com msgs prontas, vou no chat ao vivo só msgs prontas, quero uma resposta , quero .eu dinheiro de volta. ID da aposta 3010253234."
55,betano,Betano solicitou a validação de documentos como indentidade e comprovante de residência envie na primeira tentativa deu como rejei,validacao-betano_lX6XNAEcoG2_dbh7,Betano solicitou a validação de documentos como indentidade e comprovante de residência envie na primeira tentativa deu como rejeitado no dia 27/08 logo após enviei novamente os documentos e comprovante de residência já foram 6 tentativas já atingindo o nível máximo pra enviar e está mostrando sempre carregando carregando mais já não consigo fazer mais nada primeira função travada foi saque gostaria da aprovação dos documentos conta de vocês e ótima jogo e muito bom só dá uma acelerada nas verificação já mandei email já falei no chat pq desde o dia 27/8 que estou travado no jogo gostaria da ajuda de vocês pra resolver essa pendência obrigado
56,betano,Tanto de deposito  eu meus colegas  levou  mesmo  coisa tifece  pegado o dinheiro  da jante pra eles nada de retorno fico máquina ,paga-nada-slot-nao-so-pra-mim_OyW7y3AsCMIstFTc,Tanto de deposito  eu meus colegas  levou  mesmo  coisa tifece  pegado o dinheiro  da jante pra eles nada de retorno fico máquina  nos bar é proibido  esse  lixo  de slot  pior  que máquina  de bar pode
57,betano,"Bom dia! Fiz um saque via pix na Betano, porém está demorando muito pra cair. O primeiro saque que eu fiz foi creditado na minha c",daqui-via-pix-nao-concluido_vI3V2jK7SObEIBaD,"Bom dia! Fiz um saque via pix na Betano, porém está demorando muito pra cair. O primeiro saque que eu fiz foi creditado na minha conta do banco em menos de 20 minutos. Porém nos próximos 3 saques que tentei (via PIX) ficam lá, com a opção de cancelar um tempão, e não é creditado na minha conta do banco."
